Date,TRDPRC_1,HIGH_1,LOW_1,ACVOL_UNS,OPEN_PRC,BID,ASK,TRNOVR_UNS,VWAP,BLKCOUNT,BLKVOLUM,NUM_MOVES,TRD_STATUS,SALTIM,NAVALUE
2023-11-16,189.71,190.96,188.65,54412915,189.57,189.76,189.77,10322722280,189.7231,79,7945578,620748,1,75600,
