Date,TRDPRC_1,HIGH_1,LOW_1,ACVOL_UNS,OPEN_PRC,BID,ASK,TRNOVR_UNS,VWAP,BLKCOUNT,BLKVOLUM,NUM_MOVES,TRD_STATUS,SALTIM,NAVALUE
2023-11-07,181.82,182.44,178.97,70529966,179.18,181.87,181.9,12784449186,181.3004,152,18020485,653779,1,76500,
